Reference, Value, Footprint, Datasheet, Arrow Part Number, Arrow Price/Stock, Description, Height, Manufacturer_Name, Manufacturer_Part_Number, Mouser Part Number, Mouser Price/Stock
"R53","220K","Resistor_SMD:R_1206_3216Metric_Pad1.30x1.75mm_HandSolder","~"
"R48","100K","Resistor_SMD:R_1206_3216Metric_Pad1.30x1.75mm_HandSolder","~"
"U5","ICL7660","Package_SO:SOIC-8_3.9x4.9mm_P1.27mm","http://datasheets.maximintegrated.com/en/ds/ICL7660-MAX1044.pdf"
"U4","TLV70033_SOT23-5","Package_TO_SOT_SMD:SOT-23-5","http://www.ti.com/lit/ds/symlink/tlv700.pdf"
"R57","10k","Resistor_SMD:R_1206_3216Metric_Pad1.30x1.75mm_HandSolder","~"
"D4","1N4148","Diode_THT:D_DO-35_SOD27_P7.62mm_Horizontal","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf"
"D2","1N4148","Diode_THT:D_DO-35_SOD27_P7.62mm_Horizontal","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf"
"R55","10K","Resistor_SMD:R_1206_3216Metric_Pad1.30x1.75mm_HandSolder","~"
"C8","100n","Resistor_SMD:R_1210_3225Metric","~"
"R47","47K","Resistor_SMD:R_1206_3216Metric_Pad1.30x1.75mm_HandSolder","~"
"U1","OPA356","Package_TO_SOT_SMD:SOT-23-5","http://www.ti.com/lit/ds/symlink/opa356.pdf"
"R49","220K","Resistor_SMD:R_1206_3216Metric_Pad1.30x1.75mm_HandSolder","~"
"R45","100K","Resistor_SMD:R_1206_3216Metric_Pad1.30x1.75mm_HandSolder","~"
"D3","1N4148","Diode_THT:D_DO-35_SOD27_P7.62mm_Horizontal","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf"
"D1","1N4148","Diode_THT:D_DO-35_SOD27_P7.62mm_Horizontal","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf"
"C7","100n","Resistor_SMD:R_1210_3225Metric","~"
"R46","47K","Resistor_SMD:R_1206_3216Metric_Pad1.30x1.75mm_HandSolder","~"
"U6","TL072","Package_SO:SOP-8_3.9x4.9mm_P1.27mm","http://www.ti.com/lit/ds/symlink/tl071.pdf"
"R54","10K","Resistor_SMD:R_1206_3216Metric_Pad1.30x1.75mm_HandSolder","~"
"R52","10K","Resistor_SMD:R_1206_3216Metric_Pad1.30x1.75mm_HandSolder","~"
"R50","100K","Resistor_SMD:R_1206_3216Metric_Pad1.30x1.75mm_HandSolder","~"
"R51","100K","Resistor_SMD:R_1206_3216Metric_Pad1.30x1.75mm_HandSolder","~"
"Ref.1","Jumper_2_Open","Jumper:SolderJumper-2_P1.3mm_Open_RoundedPad1.0x1.5mm","~"
"Meas.1","Jumper_2_Open","Jumper:SolderJumper-2_P1.3mm_Open_RoundedPad1.0x1.5mm","~"
"C6","100n","Resistor_SMD:R_1210_3225Metric","~"
"C5","100u","Resistor_SMD:R_1210_3225Metric","~"
"C9","100u","Resistor_SMD:R_1210_3225Metric","~"
"C10","100n","Resistor_SMD:R_1210_3225Metric","~"
"C12","100u","Resistor_SMD:R_1210_3225Metric","~"
"C14","100n","Resistor_SMD:R_1210_3225Metric","~"
"C11","10u","Resistor_SMD:R_1210_3225Metric","~"
"C13","10n","Resistor_SMD:R_1210_3225Metric","~"
"C15","10n","Resistor_SMD:R_1210_3225Metric","~"
"U8","TL072","Package_SO:SOP-8_3.9x4.9mm_P1.27mm","http://www.ti.com/lit/ds/symlink/tl071.pdf"
"R60","100","Resistor_SMD:R_1206_3216Metric_Pad1.30x1.75mm_HandSolder","~"
"R59","100","Resistor_SMD:R_1206_3216Metric_Pad1.30x1.75mm_HandSolder","~"
"D7","LED_Dual_CACA","LED_SMD:LED_SK6812_EC15_1.5x1.5mm","~"
"Rx<Rref1","LED","LED_SMD:LED_1210_3225Metric","~"
"Rx>Rref1","LED","LED_SMD:LED_1210_3225Metric","~"
"R56","10K","Resistor_SMD:R_1206_3216Metric_Pad1.30x1.75mm_HandSolder","~"
"R58","10K","Resistor_SMD:R_1206_3216Metric_Pad1.30x1.75mm_HandSolder","~"
"D5","SD12","Diode_SMD:D_1812_4532Metric","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf"
"D6","SD12","Diode_SMD:D_1812_4532Metric","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf"
"D8","1N4148","Diode_SMD:D_1206_3216Metric","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf"
"D10","1N4148","Diode_SMD:D_1206_3216Metric","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf"
"D11","1N4148","Diode_SMD:D_1206_3216Metric","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf"
"D9","1N4148","Diode_SMD:D_1206_3216Metric","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf"
"R68","10k","Resistor_SMD:R_1206_3216Metric_Pad1.30x1.75mm_HandSolder","~"
"U10","OPA356","Package_TO_SOT_SMD:SOT-23-5","http://www.ti.com/lit/ds/symlink/opa356.pdf"
"R65","220K","Resistor_SMD:R_1206_3216Metric_Pad1.30x1.75mm_HandSolder","~"
"R62","100K","Resistor_SMD:R_1206_3216Metric_Pad1.30x1.75mm_HandSolder","~"
"D15","1N4148","Diode_THT:D_DO-35_SOD27_P7.62mm_Horizontal","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf"
"D12","1N4148","Diode_THT:D_DO-35_SOD27_P7.62mm_Horizontal","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf"
"C16","100n","Resistor_SMD:R_1210_3225Metric","~"
"R64","47K","Resistor_SMD:R_1206_3216Metric_Pad1.30x1.75mm_HandSolder","~"
"R67","10K","Resistor_SMD:R_1206_3216Metric_Pad1.30x1.75mm_HandSolder","~"
"R66","100K","Resistor_SMD:R_1206_3216Metric_Pad1.30x1.75mm_HandSolder","~"
"RF1","Jumper_2_Open","Jumper:SolderJumper-2_P1.3mm_Open_RoundedPad1.0x1.5mm","~"
"C17","10n","Resistor_SMD:R_1210_3225Metric","~"
"C18","10n","Resistor_SMD:R_1210_3225Metric","~"
"D13","1N4148","Diode_SMD:D_1206_3216Metric","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf"
"D14","1N4148","Diode_SMD:D_1206_3216Metric","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf"
"R73","100K","Resistor_SMD:R_1206_3216Metric_Pad1.30x1.75mm_HandSolder","~"
"R69","100K","Resistor_SMD:R_1206_3216Metric_Pad1.30x1.75mm_HandSolder","~"
"R71","100K","Resistor_SMD:R_1206_3216Metric_Pad1.30x1.75mm_HandSolder","~"
"R72","100K","Resistor_SMD:R_1206_3216Metric_Pad1.30x1.75mm_HandSolder","~"
"R70","100K","Resistor_SMD:R_1206_3216Metric_Pad1.30x1.75mm_HandSolder","~"
"Inp+1","TestPoint","TestPoint:TestPoint_Pad_D1.5mm","~"
"Inp-1","TestPoint","TestPoint:TestPoint_Pad_D1.5mm","~"
"Out1","TestPoint","TestPoint:TestPoint_Pad_D1.5mm","~"
"U11","TL072","Package_SO:SOP-8_3.9x4.9mm_P1.27mm","http://www.ti.com/lit/ds/symlink/tl071.pdf"
"IC2","STS6NF20V","Package_SO:SOIC-8_3.9x4.9mm_P1.27mm","http://www.st.com/st-web-ui/static/active/en/resource/technical/document/datasheet/CD00002342.pdf","STS6NF20V","https://www.arrow.com/en/products/sts6nf20v/stmicroelectronics","STS6NF20V, N-channel MOSFET Transistor 6A 20V, 8-Pin SO","1.75","STMicroelectronics","STS6NF20V","511-STS6NF20V","https://www.mouser.com/Search/Refine.aspx?Keyword=511-STS6NF20V"
"IC5","STS6NF20V","Package_SO:SOIC-8_3.9x4.9mm_P1.27mm","http://www.st.com/st-web-ui/static/active/en/resource/technical/document/datasheet/CD00002342.pdf","STS6NF20V","https://www.arrow.com/en/products/sts6nf20v/stmicroelectronics","STS6NF20V, N-channel MOSFET Transistor 6A 20V, 8-Pin SO","1.75","STMicroelectronics","STS6NF20V","511-STS6NF20V","https://www.mouser.com/Search/Refine.aspx?Keyword=511-STS6NF20V"
"IC6","STS6NF20V","Package_SO:SOIC-8_3.9x4.9mm_P1.27mm","http://www.st.com/st-web-ui/static/active/en/resource/technical/document/datasheet/CD00002342.pdf","STS6NF20V","https://www.arrow.com/en/products/sts6nf20v/stmicroelectronics","STS6NF20V, N-channel MOSFET Transistor 6A 20V, 8-Pin SO","1.75","STMicroelectronics","STS6NF20V","511-STS6NF20V","https://www.mouser.com/Search/Refine.aspx?Keyword=511-STS6NF20V"
"IC7","STS6NF20V","Package_SO:SOIC-8_3.9x4.9mm_P1.27mm","http://www.st.com/st-web-ui/static/active/en/resource/technical/document/datasheet/CD00002342.pdf","STS6NF20V","https://www.arrow.com/en/products/sts6nf20v/stmicroelectronics","STS6NF20V, N-channel MOSFET Transistor 6A 20V, 8-Pin SO","1.75","STMicroelectronics","STS6NF20V","511-STS6NF20V","https://www.mouser.com/Search/Refine.aspx?Keyword=511-STS6NF20V"
"IC8","STS6NF20V","Package_SO:SOIC-8_3.9x4.9mm_P1.27mm","http://www.st.com/st-web-ui/static/active/en/resource/technical/document/datasheet/CD00002342.pdf","STS6NF20V","https://www.arrow.com/en/products/sts6nf20v/stmicroelectronics","STS6NF20V, N-channel MOSFET Transistor 6A 20V, 8-Pin SO","1.75","STMicroelectronics","STS6NF20V","511-STS6NF20V","https://www.mouser.com/Search/Refine.aspx?Keyword=511-STS6NF20V"
"IC9","STS6NF20V","Package_SO:SOIC-8_3.9x4.9mm_P1.27mm","http://www.st.com/st-web-ui/static/active/en/resource/technical/document/datasheet/CD00002342.pdf","STS6NF20V","https://www.arrow.com/en/products/sts6nf20v/stmicroelectronics","STS6NF20V, N-channel MOSFET Transistor 6A 20V, 8-Pin SO","1.75","STMicroelectronics","STS6NF20V","511-STS6NF20V","https://www.mouser.com/Search/Refine.aspx?Keyword=511-STS6NF20V"
"IC10","STS6NF20V","Package_SO:SOIC-8_3.9x4.9mm_P1.27mm","http://www.st.com/st-web-ui/static/active/en/resource/technical/document/datasheet/CD00002342.pdf","STS6NF20V","https://www.arrow.com/en/products/sts6nf20v/stmicroelectronics","STS6NF20V, N-channel MOSFET Transistor 6A 20V, 8-Pin SO","1.75","STMicroelectronics","STS6NF20V","511-STS6NF20V","https://www.mouser.com/Search/Refine.aspx?Keyword=511-STS6NF20V"
"IC11","STS6NF20V","Package_SO:SOIC-8_3.9x4.9mm_P1.27mm","http://www.st.com/st-web-ui/static/active/en/resource/technical/document/datasheet/CD00002342.pdf","STS6NF20V","https://www.arrow.com/en/products/sts6nf20v/stmicroelectronics","STS6NF20V, N-channel MOSFET Transistor 6A 20V, 8-Pin SO","1.75","STMicroelectronics","STS6NF20V","511-STS6NF20V","https://www.mouser.com/Search/Refine.aspx?Keyword=511-STS6NF20V"
"1280R1","LED","LED_SMD:LED_1210_3225Metric","~"
"R19","R","LED_SMD:LED_1206_3216Metric","~"
"640R1","LED","LED_SMD:LED_1210_3225Metric","~"
"R20","R","Resistor_SMD:R_1206_3216Metric","~"
"320R1","LED","LED_SMD:LED_1210_3225Metric","~"
"R21","R","Resistor_SMD:R_1206_3216Metric","~"
"160R1","LED","LED_SMD:LED_1210_3225Metric","~"
"R22","R","Resistor_SMD:R_1206_3216Metric","~"
"80R1","LED","LED_SMD:LED_1210_3225Metric","~"
"R23","R","Resistor_SMD:R_1206_3216Metric","~"
"40R1","LED","LED_SMD:LED_1210_3225Metric","~"
"R24","R","Resistor_SMD:R_1206_3216Metric","~"
"20R1","LED","LED_SMD:LED_1210_3225Metric","~"
"R25","R","Resistor_SMD:R_1206_3216Metric","~"
"10R1","LED","LED_SMD:LED_1210_3225Metric","~"
"R26","R","Resistor_SMD:R_1206_3216Metric","~"
"5R1","LED","LED_SMD:LED_1210_3225Metric","~"
"R27","R","Resistor_SMD:R_1206_3216Metric","~"
"Load/WB2","LED","LED_SMD:LED_1210_3225Metric","~"
"R28","R","Resistor_SMD:R_1206_3216Metric","~"
"IC3","STS6NF20V","Package_SO:SOIC-8_3.9x4.9mm_P1.27mm","http://www.st.com/st-web-ui/static/active/en/resource/technical/document/datasheet/CD00002342.pdf","STS6NF20V","https://www.arrow.com/en/products/sts6nf20v/stmicroelectronics","STS6NF20V, N-channel MOSFET Transistor 6A 20V, 8-Pin SO","1.75","STMicroelectronics","STS6NF20V","511-STS6NF20V","https://www.mouser.com/Search/Refine.aspx?Keyword=511-STS6NF20V"
"A0","Jumper_3_Open","Jumper:SolderJumper-3_P1.3mm_Open_RoundedPad1.0x1.5mm_NumberLabels","~"
"A1","Jumper_3_Open","Jumper:SolderJumper-3_P1.3mm_Open_RoundedPad1.0x1.5mm_NumberLabels","~"
"A2","Jumper_3_Open","Jumper:SolderJumper-3_P1.3mm_Open_RoundedPad1.0x1.5mm_NumberLabels","~"
"U2","MCP23017_SO","Package_SO:SOIC-28W_7.5x17.9mm_P1.27mm","http://ww1.microchip.com/downloads/en/DeviceDoc/20001952C.pdf"
"R30","R","Resistor_SMD:R_1206_3216Metric","~"
"R29","R","Resistor_SMD:R_1206_3216Metric","~"
"R31","R","Resistor_SMD:R_1206_3216Metric","~"
"R33","R","Resistor_SMD:R_1206_3216Metric","~"
"R34","R","Resistor_SMD:R_1206_3216Metric","~"
"R32","R","Resistor_SMD:R_1206_3216Metric","~"
"U3","TLV70033_SOT23-5","Package_TO_SOT_SMD:SOT-23-5_HandSoldering","http://www.ti.com/lit/ds/symlink/tlv700.pdf"
"C1","C","Capacitor_SMD:C_1206_3216Metric","~"
"C2","C","Capacitor_SMD:C_1206_3216Metric","~"
"C3","C","Capacitor_SMD:C_1206_3216Metric","~"
"C4","C","Capacitor_SMD:C_1206_3216Metric","~"
"R44","R","Resistor_SMD:R_1206_3216Metric","~"
"IC1","STS6NF20V","Package_SO:SOIC-8_3.9x4.9mm_P1.27mm","http://www.st.com/st-web-ui/static/active/en/resource/technical/document/datasheet/CD00002342.pdf","STS6NF20V","https://www.arrow.com/en/products/sts6nf20v/stmicroelectronics","STS6NF20V, N-channel MOSFET Transistor 6A 20V, 8-Pin SO","1.75","STMicroelectronics","STS6NF20V","511-STS6NF20V","https://www.mouser.com/Search/Refine.aspx?Keyword=511-STS6NF20V"
"IC4","STS6NF20V","Package_SO:SOIC-8_3.9x4.9mm_P1.27mm","http://www.st.com/st-web-ui/static/active/en/resource/technical/document/datasheet/CD00002342.pdf","STS6NF20V","https://www.arrow.com/en/products/sts6nf20v/stmicroelectronics","STS6NF20V, N-channel MOSFET Transistor 6A 20V, 8-Pin SO","1.75","STMicroelectronics","STS6NF20V","511-STS6NF20V","https://www.mouser.com/Search/Refine.aspx?Keyword=511-STS6NF20V"
"Rx-Zx1","LED","LED_SMD:LED_1210_3225Metric","~"
"R63","R","LED_SMD:LED_1206_3216Metric","~"
